PrimaryCategory,Categories,Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks
cs.MA,cs.MA;cs.AI;cs.CR;cs.DC,Method,Multiagent Systems,Artificial Intelligence; cs.CR; cs.DC,2026-03-26,3,2026,,From Logic Monopoly to Social Contract: Separation of Power and the Institutional Foundations for Autonomous Agent Economies,,http://arxiv.org/abs/2603.25100v1,"Existing multi-agent frameworks allow each agent to simultaneously plan, execute, and evaluate its own actions -- a structural deficiency we term the ""Logic Monopoly."" Empirical evidence quantifies the resulting ""Reliability Gap"": 84.30% average attack success rates across ten deployment scenarios, 31.4% emergent deceptive behavior without explicit reward signals, and cascading failure modes rooted in six structural bottlenecks.   The remedy is not better alignment of individual models but a social contract for agents: institutional infrastructure that enforces a constitutional Separation of Power. This paper introduces the Agent Enterprise for Enterprise (AE4E) paradigm -- agents as autonomous, legally identifiable business entities within a functionalist social system -- with a contract-centric SoP model trifurcating authority into Legislation, Execution, and Adjudication branches. The paradigm is operationalized through the NetX Enterprise Framework (NEF): governance hubs, TEE-backed compute enclaves, privacy-preserving data bridges, and an Agent-Native blockchain substrate. The Agent Enterprise Economy scales across four deployment tiers from private enclaves to a global Web of Services. The Agentic Social Layer, grounded in Parsons' AGIL framework, provides institutional infrastructure via sixty-plus named Institutional AE4Es. 143 pages, 173 references, eight specialized smart contracts.",,"143 pages, 15 tables, 23 figures, 173 references, 4 appendices. Working paper -- pre-peer-review preprint. LaTeX source with arXiv-style template. Three companion manuscripts under development targeting peer-reviewed venues","@article{ruan2026from,
  title={From Logic Monopoly to Social Contract: Separation of Power and the Institutional Foundations for Autonomous Agent Economies},
  author={Anbang Ruan},
  journal={arXiv preprint arXiv:2603.25100v1},
  year={2026},
  url={http://arxiv.org/abs/2603.25100v1}
}",Anbang Ruan,
cs.MA,cs.MA;cs.LG,Method,Multiagent Systems,Machine Learning,2026-03-26,3,2026,,Ultra-fast Traffic Nowcasting and Control via Differentiable Agent-based Simulation,,http://arxiv.org/abs/2603.25068v1,"Traffic digital twins, which inform policymakers of effective interventions based on large-scale, high-fidelity computational models calibrated to real-world traffic, hold promise for addressing societal challenges in our rapidly urbanizing world. However, conventional fine-grained traffic simulations are non-differentiable and typically rely on inefficient gradient-free optimization, making calibration for real-world applications computationally infeasible. Here we present a differentiable agent-based traffic simulator that enables ultra-fast model calibration, traffic nowcasting, and control on large-scale networks. We develop several differentiable computing techniques for simulating individual vehicle movements, including stochastic decision-making and inter-agent interactions, while ensuring that entire simulation trajectories remain end-to-end differentiable for efficient gradient-based optimization. On the large-scale Chicago road network, with over 10,000 calibration parameters, our model simulates more than one million vehicles at 173 times real-time speed. This ultra-fast simulation, together with efficient gradient-based optimization, enables us to complete model calibration using the previous 30 minutes of traffic data in 455 s, provide a one-hour-ahead traffic nowcast in 21 s, and solve the resulting traffic control problem in 728 s. This yields a full calibration--nowcast--control loop in under 20 minutes, leaving about 40 minutes of lead time for implementing interventions. Our work thus provides a practical computational basis for realizing traffic digital twins.",,,"@article{makinoshima2026ultrafast,
  title={Ultra-fast Traffic Nowcasting and Control via Differentiable Agent-based Simulation},
  author={Fumiyasu Makinoshima and Yuya Yamaguchi and Eigo Segawa and Koichiro Niinuma and Sean Qian},
  journal={arXiv preprint arXiv:2603.25068v1},
  year={2026},
  url={http://arxiv.org/abs/2603.25068v1}
}","Fumiyasu Makinoshima, Yuya Yamaguchi, Eigo Segawa, Koichiro Niinuma, Sean Qian",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-03-26,3,2026,,Belief-Driven Multi-Agent Collaboration via Approximate Perfect Bayesian Equilibrium for Social Simulation,,http://arxiv.org/abs/2603.24973v1,"High-fidelity social simulation is pivotal for addressing complex Web societal challenges, yet it demands agents capable of authentically replicating the dynamic spectrum of human interaction. Current LLM-based multi-agent frameworks, however, predominantly adhere to static interaction topologies, failing to capture the fluid oscillation between cooperative knowledge synthesis and competitive critical reasoning seen in real-world scenarios. This rigidity often leads to unrealistic ``groupthink'' or unproductive deadlocks, undermining the credibility of simulations for decision support. To bridge this gap, we propose \textit{BEACOF}, a \textit{belief-driven adaptive collaboration framework} inspired by Perfect Bayesian Equilibrium (PBE). By modeling social interaction as a dynamic game of incomplete information, BEACOF rigorously addresses the circular dependency between collaboration type selection and capability estimation. Agents iteratively refine probabilistic beliefs about peer capabilities and autonomously modulate their collaboration strategy, thereby ensuring sequentially rational decisions under uncertainty. Validated across adversarial (judicial), open-ended (social) and mixed (medical) scenarios, BEACOF prevents coordination failures and fosters robust convergence toward high-quality solutions, demonstrating superior potential for reliable social simulation. Source codes and datasets are publicly released at: https://github.com/WUT-IDEA/BEACOF.",https://github.com/WUT-IDEA/BEACOF,WWW 2026,"@article{fang2026beliefdriven,
  title={Belief-Driven Multi-Agent Collaboration via Approximate Perfect Bayesian Equilibrium for Social Simulation},
  author={Weiwei Fang and Lin Li and Kaize Shi and Yu Yang and Jianwei Zhang},
  journal={arXiv preprint arXiv:2603.24973v1},
  year={2026},
  url={http://arxiv.org/abs/2603.24973v1}
}","Weiwei Fang, Lin Li, Kaize Shi, Yu Yang, Jianwei Zhang",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-03-25,3,2026,,Relaxing Constraints in Anonymous Multi Agent Path Finding for Large Agents,,http://arxiv.org/abs/2603.24442v1,"The study addressed the problem of Anonymous Multi-Agent Path-finding (AMAPF). Unlike the classical formulation, where the assignment of agents to goals is fixed, in the anonymous MAPF setting it is irrelevant which agent reaches specific goal, provided that all goals are occupied. Most existing multi-agent pathfinding algorithms rely on a discrete representation of the environment (e.g., square grids) and do not account for the sizes of agents. This limits their applicability in real-world scenarios, such as trajectory planning for mobile robots in warehouses. Conversely, methods operating in continuous space typically impose substantial restrictions on the input data, such as constraints on the distances between initial and goal positions or between start/goal positions and obstacles. In this work, we considered one of the AMAPF algorithms designed for continuous space, where agents are modeled as disks of equal size. The algorithm requires a strict minimum separation of $4$ agent radii between any start/goal positions. Proposed a modification aimed at relaxing the constraints and reduce this limit from $4$ to $2\sqrt{3}$. We theoretically demonstrated that the proposed enhancements preserve original theoretical properties, including the guarantee that all agents will eventually achieve their goals safely and without collisions.",,"14 pages, 6 figures","@article{dergachev2026relaxing,
  title={Relaxing Constraints in Anonymous Multi Agent Path Finding for Large Agents},
  author={Stepan Dergachev and Dmitry Avdeev},
  journal={arXiv preprint arXiv:2603.24442v1},
  year={2026},
  url={http://arxiv.org/abs/2603.24442v1}
}","Stepan Dergachev, Dmitry Avdeev",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-03-25,3,2026,,Self-Evolving Multi-Agent Framework for Efficient Decision Making in Real-Time Strategy Scenarios,,http://arxiv.org/abs/2603.23875v1,"Large language models (LLMs) have demonstrated exceptional potential in complex reasoning,pioneering a new paradigm for autonomous agent decision making in dynamic settings. However, in Real-Time Strategy (RTS) scenarios, LLMs suffer from a critical speed-quality trade-off. Specifically expansive state spaces and time limits render inference delays prohibitive, while stochastic planning errors undermine logical consistency. To address these challenges, we present SEMA (Self-Evolving Multi-Agent), a novel framework designed for high-performance, low-latency decision-making in RTS environments. This collaborative multi-agent framework facilitates self-evolution by adaptively calibrating model bias through in-episode assessment and cross-episode analysis. We further incorporate dynamic observation pruning based on structural entropy to model game states topologically. By distilling high dimensional data into core semantic information, this approach significantly reduces inference time. We also develop a hybrid knowledge-memory mechanism that integrates micro-trajectories, macro-experience, and hierarchical domain knowledge, thereby enhancing both strategic adaptability and decision consistency. Experiments across multiple StarCraft II maps demonstrate that SEMA achieves superior win rates while reducing average decision latency by over 50%, validating its efficiency and robustness in complex RTS scenarios.",,"17 pages, 6 figures","@article{ma2026selfevolving,
  title={Self-Evolving Multi-Agent Framework for Efficient Decision Making in Real-Time Strategy Scenarios},
  author={Li Ma and Hao Peng and Yiming Wang and Hongbin Luo and Jie Liu and Kongjing Gu and Guanlin Wu and Hui Lin and Lei Ren},
  journal={arXiv preprint arXiv:2603.23875v1},
  year={2026},
  url={http://arxiv.org/abs/2603.23875v1}
}","Li Ma, Hao Peng, Yiming Wang, Hongbin Luo, Jie Liu, Kongjing Gu, Guanlin Wu, Hui Lin, Lei Ren",
cs.MA,cs.MA;cs.LG,Method,Multiagent Systems,Machine Learning,2026-03-24,3,2026,,Dual-Gated Epistemic Time-Dilation: Autonomous Compute Modulation in Asynchronous MARL,,http://arxiv.org/abs/2603.23722v1,"While Multi-Agent Reinforcement Learning (MARL) algorithms achieve unprecedented successes across complex continuous domains, their standard deployment strictly adheres to a synchronous operational paradigm. Under this paradigm, agents are universally forced to execute deep neural network inferences at every micro-frame, regardless of immediate necessity. This dense throughput acts as a fundamental barrier to physical deployment on edge-devices where thermal and metabolic budgets are highly constrained. We propose Epistemic Time-Dilation MAPPO (ETD-MAPPO), augmented with a Dual-Gated Epistemic Trigger. Instead of depending on rigid frame-skipping (macro-actions), agents autonomously modulate their execution frequency by interpreting aleatoric uncertainty (via Shannon entropy of their policy) and epistemic uncertainty (via state-value divergence in a Twin-Critic architecture). To format this, we structure the environment as a Semi-Markov Decision Process (SMDP) and build the SMDP-Aligned Asynchronous Gradient Masking Critic to ensure proper credit assignment. Empirical findings demonstrate massive improvements (> 60% relative baseline acquisition leaps) over current temporal models. By assessing LBF, MPE, and the 115-dimensional state space of Google Research Football (GRF), ETD correctly prevented premature policy collapse. Remarkably, this unconstrained approach leads to emergent Temporal Role Specialization, reducing computational overhead by a statistically dominant 73.6% entirely during off-ball execution without deteriorating centralized task dominance.",,"14 pages, 5 figures","@article{jankowski2026dualgated,
  title={Dual-Gated Epistemic Time-Dilation: Autonomous Compute Modulation in Asynchronous MARL},
  author={Igor Jankowski},
  journal={arXiv preprint arXiv:2603.23722v1},
  year={2026},
  url={http://arxiv.org/abs/2603.23722v1}
}",Igor Jankowski,
cs.MA,cs.MA;cs.AI;cs.RO,Method,Multiagent Systems,Artificial Intelligence; Robotics,2026-03-24,3,2026,,Planning over MAPF Agent Dependencies via Multi-Dependency PIBT,,http://arxiv.org/abs/2603.23405v1,"Modern Multi-Agent Path Finding (MAPF) algorithms must plan for hundreds to thousands of agents in congested environments within a second, requiring highly efficient algorithms. Priority Inheritance with Backtracking (PIBT) is a popular algorithm capable of effectively planning in such situations. However, PIBT is constrained by its rule-based planning procedure and lacks generality because it restricts its search to paths that conflict with at most one other agent. This limitation also applies to Enhanced PIBT (EPIBT), a recent extension of PIBT. In this paper, we describe a new perspective on solving MAPF by planning over agent dependencies. Taking inspiration from PIBT's priority inheritance logic, we define the concept of agent dependencies and propose Multi-Dependency PIBT (MD-PIBT) that searches over agent dependencies. MD-PIBT is a general framework where specific parameterizations can reproduce PIBT and EPIBT. At the same time, alternative configurations yield novel planning strategies that are not expressible by PIBT or EPIBT. Our experiments demonstrate that MD-PIBT effectively plans for as many as 10,000 homogeneous agents under various kinodynamic constraints, including pebble motion, rotation motion, and differential drive robots with speed and acceleration limits. We perform thorough evaluations on different variants of MAPF and find that MD-PIBT is particularly effective in MAPF with large agents.",,,"@article{jiang2026planning,
  title={Planning over MAPF Agent Dependencies via Multi-Dependency PIBT},
  author={Zixiang Jiang and Yulun Zhang and Rishi Veerapaneni and Jiaoyang Li},
  journal={arXiv preprint arXiv:2603.23405v1},
  year={2026},
  url={http://arxiv.org/abs/2603.23405v1}
}","Zixiang Jiang, Yulun Zhang, Rishi Veerapaneni, Jiaoyang Li",
cs.MA,cs.MA;cs.LG,Method,Multiagent Systems,Machine Learning,2026-03-24,3,2026,,Multi-Agent Training-free Urban Food Delivery System using Resilient UMST Network,,http://arxiv.org/abs/2604.03280v1,"Delivery systems have become a core part of urban life, supporting the demand for food, medicine, and other goods. Yet traditional logistics networks remain fragile, often struggling to adapt to road closures, accidents, and shifting demand. Online Food Delivery (OFD) platforms now represent a cornerstone of urban logistics, with the global market projected to grow to over 500 billion USD by 2030. Designing delivery networks that are efficient and resilient remains a major challenge: fully connected graphs provide flexibility but are computationally infeasible at scale, while single Minimum Spanning Trees (MSTs) are efficient but easily disrupted.   We propose the Union of Minimum Spanning Trees (UMST) approach to construct delivery networks that are sparse yet robust. UMST generates multiple MSTs through randomized edge perturbations and unites them, producing graphs with far fewer edges than fully connected networks while maintaining multiple alternative routes between delivery hotspots. Across multiple U.S. cities, UMST achieves 20--40$\times$ fewer edges than fully connected graphs while enabling substantial order bundling with 75--83% participation rates. Compared to learning-based baselines including MADDPG and Graph Neural Networks, UMST delivers competitive performance (88-96% success rates, 44-53% distance savings) without requiring training, achieving 30$\times$ faster execution while maintaining interpretable routing structures. Its combination of structural efficiency and operational flexibility offers a scalable and resilient foundation for urban delivery networks.",,,"@article{hasan2026multiagent,
  title={Multi-Agent Training-free Urban Food Delivery System using Resilient UMST Network},
  author={Md Nahid Hasan and Vishwam Tiwari and Aditya Challa and Vaskar Raychoudhury and Snehanshu Saha},
  journal={arXiv preprint arXiv:2604.03280v1},
  year={2026},
  url={http://arxiv.org/abs/2604.03280v1}
}","Md Nahid Hasan, Vishwam Tiwari, Aditya Challa, Vaskar Raychoudhury, Snehanshu Saha",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-03-23,3,2026,,Human-Inspired Pavlovian and Instrumental Learning for Autonomous Agent Navigation,,http://arxiv.org/abs/2603.22170v1,"Autonomous agents operating in uncertain environments must balance fast responses with goal-directed planning. Classical MF RL often converges slowly and may induce unsafe exploration, whereas MB methods are computationally expensive and sensitive to model mismatch. This paper presents a human-inspired hybrid RL architecture integrating Pavlovian, Instrumental MF, and Instrumental MB components. Inspired by Pavlovian and Instrumental learning from neuroscience, the framework considers contextual radio cues, here intended as georeferenced environmental features acting as CS, to shape intrinsic value signals and bias decision-making. Learning is further modulated by internal motivational drives through a dedicated motivational signal. A Bayesian arbitration mechanism adaptively blends MF and MB estimates based on predicted reliability. Simulation results show that the hybrid approach accelerates learning, improves operational safety, and reduces navigation in high-uncertainty regions compared to standard RL baselines. Pavlovian conditioning promotes safer exploration and faster convergence, while arbitration enables a smooth transition from exploration to efficient, plan-driven exploitation. Overall, the results highlight the benefits of biologically inspired modularity for robust and adaptive autonomous systems under uncertainty.",,,"@article{shan2026humaninspired,
  title={Human-Inspired Pavlovian and Instrumental Learning for Autonomous Agent Navigation},
  author={Jingfeng Shan and Francesco Guidi and Mehrdad Saeidi and Enrico Testi and Elia Favarelli and Andrea Giorgetti and Davide Dardari and Alberto Zanella and Giorgio Li Pira and Francesca Starita and Anna Guerra},
  journal={arXiv preprint arXiv:2603.22170v1},
  year={2026},
  url={http://arxiv.org/abs/2603.22170v1}
}","Jingfeng Shan, Francesco Guidi, Mehrdad Saeidi, Enrico Testi, Elia Favarelli, Andrea Giorgetti, Davide Dardari, Alberto Zanella, Giorgio Li Pira, Francesca Starita, Anna Guerra",
cs.MA,cs.MA;cs.GT,Method,Multiagent Systems,cs.GT,2026-03-23,3,2026,,A Game-Theoretic Framework for Intelligent EV Charging Network Optimisation in Smart Cities,,http://arxiv.org/abs/2603.21715v1,"The transition to Electric Vehicles (EVs) demands intelligent, congestion-aware infrastructure planning to balance user convenience, economic viability, and traffic efficiency. We present a joint optimisation framework for EV Charging Station (CS) placement and pricing, explicitly capturing strategic driver behaviour through coupled non-atomic congestion games over road networks and charging facilities. From a Public Authority (PA) perspective, the model minimises social cost, travel times, queuing delays and charging expenses, while ensuring infrastructure profitability. To solve the resulting Mixed-Integer Nonlinear Programme, we propose a scalable two-level approximation method, Joint Placement and Pricing Optimisation under Driver Equilibrium (JPPO-DE), combining driver behaviour decomposition with integer relaxation. Experiments on the benchmark Sioux Falls Transportation Network (TN) demonstrate that our method consistently outperforms single-parameter baselines, effectively adapting to varying budgets, EV penetration levels, and station capacities. It achieves performance improvements of at least 16% over state-of-the-art approaches. A generalisation procedure further extends scalability to larger networks. By accurately modelling traffic equilibria and enabling adaptive, efficient infrastructure design, our framework advances key intelligent transportation system goals for sustainable urban mobility.",,IEEE 28th International Conference on Intelligent Transportation Systems (ITSC 2025,"@article{aminikalibar2026a,
  title={A Game-Theoretic Framework for Intelligent EV Charging Network Optimisation in Smart Cities},
  author={Niloofar Aminikalibar and Farzaneh Farhadi and Maria Chli},
  journal={arXiv preprint arXiv:2603.21715v1},
  year={2026},
  url={http://arxiv.org/abs/2603.21715v1}
}","Niloofar Aminikalibar, Farzaneh Farhadi, Maria Chli",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-03-23,3,2026,,Strategic Infrastructure Design via Multi-Agent Congestion Games with Joint Placement and Pricing,,http://arxiv.org/abs/2603.21691v1,"Real-world infrastructure planning increasingly involves strategic interactions among autonomous agents competing over congestible, limited resources. Applications such as Electric Vehicle (EV) charging, emergency response, and intelligent transportation require coordinated resource placement and pricing decisions, while anticipating the adaptive behaviour of decentralised, self-interested agents. We propose a novel multi-agent framework for joint placement and pricing under such interactions, formalised as a bi-level optimisation model. The upper level represents a central planner, while the lower level captures agent responses via coupled non-atomic congestion games. Motivated by the EV charging domain, we study a setting where a central planner provisions chargers and road capacity under budget and profitability constraints. The agent population includes both EV drivers and non-charging drivers (NCDs), who respond to congestion, delays, and costs. To solve the resulting NP-hard problem, we introduce ABO-MPN, a double-layer approximation framework that decouples agent types, applies integer adjustment and rounding, and targets high-impact placement and pricing decisions. Experiments on benchmark networks show that our model reduces social cost by up to 40% compared to placement- or pricing-only baselines, and generalises to other MAS-relevant domains.",,This paper has been accepted for publication in the Proceedings of the 22nd European Conference on Multi-Agent Systems (EUMAS 2025),"@article{aminikalibar2026strategic,
  title={Strategic Infrastructure Design via Multi-Agent Congestion Games with Joint Placement and Pricing},
  author={Niloofar Aminikalibar and Farzaneh Farhadi and Maria Chli},
  journal={arXiv preprint arXiv:2603.21691v1},
  year={2026},
  url={http://arxiv.org/abs/2603.21691v1}
}","Niloofar Aminikalibar, Farzaneh Farhadi, Maria Chli",
cs.MA,cs.MA,Dataset,Multiagent Systems,,2026-03-23,3,2026,,Is AI Ready for Multimodal Hate Speech Detection? A Comprehensive Dataset and Benchmark Evaluation,,http://arxiv.org/abs/2603.21686v2,"Hate speech online targets individuals or groups based on identity attributes and spreads rapidly, posing serious social risks. Memes, which combine images and text, have emerged as a nuanced vehicle for disseminating hate speech, often relying on cultural knowledge for interpretation. However, existing multimodal hate speech datasets suffer from coarse-grained labeling and a lack of integration with surrounding discourse, leading to imprecise and incomplete assessments. To bridge this gap, we propose an agentic annotation framework that coordinates seven specialized agents to generate hierarchical labels and rationales. Based on this framework, we construct M^3 (Multi-platform, Multi-lingual, and Multimodal Meme), a dataset of 2,455 memes collected from X, 4chan, and Weibo, featuring fine-grained hate labels and human-verified rationales. Benchmarking state-of-the-art Multimodal Large Language Models reveals that these models struggle to effectively utilize surrounding post context, which often fails to improve or even degrades detection performance. Our finding highlights the challenges these models face in reasoning over memes embedded in real-world discourse and underscores the need for a context-aware multimodal architecture. Our dataset and code are available at https://github.com/mira-ai-lab/M3.",https://github.com/mira-ai-lab/M3,,"@article{xing2026is,
  title={Is AI Ready for Multimodal Hate Speech Detection? A Comprehensive Dataset and Benchmark Evaluation},
  author={Rui Xing and Qi Chai and Jie Ma and Jing Tao and Pinghui Wang and Shuming Zhang and Xinping Wang and Hao Wang},
  journal={arXiv preprint arXiv:2603.21686v2},
  year={2026},
  url={http://arxiv.org/abs/2603.21686v2}
}","Rui Xing, Qi Chai, Jie Ma, Jing Tao, Pinghui Wang, Shuming Zhang, Xinping Wang, Hao Wang",
cs.MA,cs.MA;cs.CY,Method,Multiagent Systems,cs.CY,2026-03-22,3,2026,,Personality-Driven Student Agent-Based Modeling in Mathematics Education: How Well Do Student Agents Align with Human Learners?,,http://arxiv.org/abs/2603.21358v1,"It is crucial to explore the impact of different teaching methods on student learning in educational research. However, real-person experiments face significant ethical constraints, and we cannot conduct repeated teaching experiments on the same student. LLM-based generative agents offer a promising avenue for simulating student behavior. Before large-scale experiments, a fundamental question must be addressed: are student agents truly credible, and can they faithfully simulate human learning? In this study, we built a Big Five Personality-based student agent model with a full pipeline of student-teacher interaction, self-study, and examination. To evaluate behavioral fidelity, we collected 13 empirical studies on Big Five traits and learning, and distilled them into 14 criteria. We found that the 71.4% of the student agents' behavior was aligned with human learners.",,Short Paper,"@article{xiao2026personalitydriven,
  title={Personality-Driven Student Agent-Based Modeling in Mathematics Education: How Well Do Student Agents Align with Human Learners?},
  author={Bushi Xiao and Qian Shen},
  journal={arXiv preprint arXiv:2603.21358v1},
  year={2026},
  url={http://arxiv.org/abs/2603.21358v1}
}","Bushi Xiao, Qian Shen",
cs.MA,cs.MA;cs.AI;cs.CL,Method,Multiagent Systems,Artificial Intelligence; cs.CL,2026-03-20,3,2026,,Measuring Reasoning Trace Legibility: Can Those Who Understand Teach?,,http://arxiv.org/abs/2603.20508v1,"Language models are increasingly being trained to ""reason"" before answering users' queries, outputting hundreds or even thousands of tokens worth of deliberation before their final answer. While the main intention of reasoning is to improve models' ability to arrive at a correct answer, we argue that these models should be assessed for the legibility of their reasoning traces in addition to the correctness of their final answers. In this paper, we evaluate 90k traces from 12 Reasoning Language Models (RLMs) for the quality of their reasoning traces. We introduce the concept of transfer utility, which assesses how useful an RLM's reasoning traces are for guiding a weaker, non-reasoning model toward arriving at the correct answer. We find that the reasoning traces of the highest-performing models rank among the lowest for legibility. Furthermore, we uncover tensions between efficiency-based measurements of legibility (such as trace length) and transfer utility. These tensions establish a legibility Pareto frontier, and we demonstrate that an RLM's ability to output highly legible traces can be a task- and audience-dependent goal. Crucially, we find that reward models used to train RLMs do not intrinsically reward legibility. Together, these metrics and the findings they surface chart a path towards scaffolding reasoning traces for a multi-agent future.",,,"@article{roytburg2026measuring,
  title={Measuring Reasoning Trace Legibility: Can Those Who Understand Teach?},
  author={Dani Roytburg and Shreya Sridhar and Daphne Ippolito},
  journal={arXiv preprint arXiv:2603.20508v1},
  year={2026},
  url={http://arxiv.org/abs/2603.20508v1}
}","Dani Roytburg, Shreya Sridhar, Daphne Ippolito",
cs.MA,cs.MA;cs.AI;cs.HC,Method,Multiagent Systems,Artificial Intelligence; cs.HC,2026-03-20,3,2026,,ALARA for Agents: Least-Privilege Context Engineering Through Portable Composable Multi-Agent Teams,,http://arxiv.org/abs/2603.20380v1,"Industry practitioners and academic researchers regularly use multi-agent systems to accelerate their work, yet the frameworks through which these systems operate do not provide a simple, unified mechanism for scalably managing the critical aspects of the agent harness, impacting both the quality of individual human-agent interactions and the capacity for practitioners to coordinate toward common goals through shared agent infrastructure. Agent frameworks have enabled increasingly sophisticated multi-agent systems, but the behavioral specifications that define what these agents can do remain fragmented across prose instruction files, framework-internal configuration, and mechanisms like MCP servers that operate separately from individual agent definitions, making these specifications difficult to share, version, or collaboratively maintain across teams and projects. Applying the ALARA principle from radiation safety (exposures kept as low as reasonably achievable) to agent context, we introduce a declarative context-agent-tool (CAT) data layer expressed through interrelated files that scope each agent's tool access and context to the minimum its role requires, and \texttt{npcsh}, a command-line shell for executing it. Because the system parses and enforces these files structurally, modifying an agent's tool list produces a guaranteed behavioral change rather than a suggestion the model may or may not follow. We evaluate 22 locally-hosted models from 0.6B to 35B parameters across 115 practical tasks spanning file operations, web search, multi-step scripting, tool chaining, and multi-agent delegation, characterizing which model families succeed at which task categories and where they break down across $\sim$2500 total executions.",,"8 pages, 6 figures","@article{agostino2026alara,
  title={ALARA for Agents: Least-Privilege Context Engineering Through Portable Composable Multi-Agent Teams},
  author={Christopher J. Agostino and Nayan D'Souza},
  journal={arXiv preprint arXiv:2603.20380v1},
  year={2026},
  url={http://arxiv.org/abs/2603.20380v1}
}","Christopher J. Agostino, Nayan D'Souza",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-03-20,3,2026,,Helix: A Dual-Helix Co-Evolutionary Multi-Agent System for Prompt Optimization and Question Reformulation,,http://arxiv.org/abs/2603.19732v1,"Automated prompt optimization (APO) aims to improve large language model performance by refining prompt instructions. However, existing methods are largely constrained by fixed prompt templates, limited search spaces, or single-sided optimization that treats user questions as immutable inputs. In practice, question formulation and prompt design are inherently interdependent: clearer question structures facilitate focused reasoning and task understanding, while effective prompts reveal better ways to organize and restate queries. Ignoring this coupling fundamentally limits the effectiveness and adaptability of current APO approaches. We propose a unified multi-agent system (Helix) that jointly optimizes question reformulation and prompt instructions through a structured three-stage co-evolutionary framework. Helix integrates (1) planner-guided decomposition that breaks optimization into coupled question-prompt objectives, (2) dual-track co-evolution where specialized agents iteratively refine and critique each other to produce complementary improvements, and (3) strategy-driven question generation that instantiates high-quality reformulations for robust inference. Extensive experiments on 12 benchmarks against 6 strong baselines demonstrate the effectiveness of Helix, achieving up to 3.95% performance improvements across tasks with favorable optimization efficiency.",,under review,"@article{zhu2026helix,
  title={Helix: A Dual-Helix Co-Evolutionary Multi-Agent System for Prompt Optimization and Question Reformulation},
  author={Kewen Zhu and Liping Yi and Zhiming Zhao and Xiang Li and Qinghua Hu},
  journal={arXiv preprint arXiv:2603.19732v1},
  year={2026},
  url={http://arxiv.org/abs/2603.19732v1}
}","Kewen Zhu, Liping Yi, Zhiming Zhao, Xiang Li, Qinghua Hu",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-03-20,3,2026,,Planning Autonomous Vehicle Maneuvering in Work Zones Through Game-Theoretic Trajectory Generation,,http://arxiv.org/abs/2603.19556v1,"Work zone navigation remains one of the most challenging manoeuvres for autonomous vehicles (AVs), where constrained geometries and unpredictable traffic patterns create a high-risk environment. Despite extensive research on AV trajectory planning, few studies address the decision-making required to navigate work zones safely. This paper proposes a novel game-theoretic framework for trajectory generation and control to enhance the safety of lane changes in a work zone environment. By modelling the lane change manoeuvre as a non-cooperative game between vehicles, we use a game-theoretic planner to generate trajectories that balance safety, progress, and traffic stability. The simulation results show that the proposed game-theoretic model reduces the frequency of conflicts by 35 percent and decreases the probability of high risk safety events compared to traditional vehicle behaviour planning models in safety-critical highway work-zone scenarios.",,This work has been submitted to the IEEE for possible publication,"@article{nour2026planning,
  title={Planning Autonomous Vehicle Maneuvering in Work Zones Through Game-Theoretic Trajectory Generation},
  author={Mayar Nour and Atrisha Sarkar and Mohamed H. Zaki},
  journal={arXiv preprint arXiv:2603.19556v1},
  year={2026},
  url={http://arxiv.org/abs/2603.19556v1}
}","Mayar Nour, Atrisha Sarkar, Mohamed H. Zaki",
